ID,Plaintext,Ciphertext,Length
649,"In a word, I turned over a new leaf and did my best to make up for the past.","bf-,*#OKehVZ3q55N;Np(n,0iMe N!N*OD#iMESgi.BW;tvBfPgWVW#=QBBB20NIR:oUTE.;5:KR",76
650,Which was it?” “Breckinridge is his name.” “Ah!,"V-3C9i=V=eKi17,OU:ifi3i:IdiK1uI0v_WrBU;;;WZ(=W8",47
651,Nearly all the individual works in the collection are in the public domain in the United States.,"2^L,8Bie3Ui1MK30u-,*1e9UFbj *,*1(vFe@I!Ii,*jM89+OQkgS;517p:Xr(hIW;5:.vdErQUW;5:8rB2GW1ruUP;3;X5R",96
652,Sherlock Holmes were beaten by a woman’s wit.,"b1(1MF9N50_Deeiqe/PG,,D5SJA47NiPU,KP0=F(GSIUR",45
653,In the larger and older jewels every facet may stand for a bloody deed.,"dj5u/D9VaNp2NM3^4Nej(j0,e8-IMe-ne3U.ruU<rPg7E7P0VPI9P=Y*IG=uQBxrF+x2:V2",71
654,Just read it out to me.” “Mrs.,"2UVb,#*d-BNnV2uNuW#B;Eu;=*x1?R",30
655,He appeared to be much surprised at seeing me and asked me rather roughly what I was doing there.,"Ce3#1K(A(3Mi8#XVe3MeV8kMIM,#1jO_Nzi-RVdVD#*89 oeoUZ*Q3;=,:TIu7r5BK;VW1*g7gs3:U<uPWy;kiXIr#I2W1uP(",97
656,"You are Holmes, the meddler.” My friend smiled.","djiOI!(NibeD8V,*z, -,MXYygvp.*I;5:3cPxp=.i7;Bv2",47
657,Once we diverted her luggage when she travelled.,"djjm3e(U,i HK,eV8*j;ei^:Q*iUBM63;PWIgii5ruUtoPv2",48
658,His name is Armitage—Percy Armitage—the second son of Mr.,"*iYUaNgCO,C Li#N*jjoBV-=e9i=o;WZU;W7;FVO7=SBXiN5;3.BRrxpk",57
659,You seem to have done the thing very completely.,djC #*5j#13e3eg5jM#*ezNaaI53;=XM:.UuUuW1Mk:JcNPx,48
660,He put less weight upon it.,bigK3#0ixj3XeoUdIvuiU;IT.1R,27
661,She impressed me neither favourably nor the reverse.,"COj,e3VFNDMXmOe30i,Nzq#UeeuU:cN5B*WUuPEoy<+=kruUvM6(",52
662,"We were all assembled round him when the door opened, and a tall, gaunt woman entered the room.","*/V,*8eB,p#iBs-jm*MIMD! -#Ke3U,iUVIXV8DexMjM,!e:UVvgSgu3+3Wy7;:i5ruU2.E*vBg7g;Qr1K6iJQi6P3;5Wx2",95
663,McCarthy threatened.,d!^nV*5*LBL 6R;t#5v2,20
664,Let me introduce you to Mr.,*iZNKedX31eVC?N:UWtJTUxIRpk,27
665,So far I had got before I ever heard Lord St.,"b,5oN9,Vj,O,aD3/NM(V4#D=YrrXBEI,xvWiMr5QBk7;R",45
666,Young Openshaw shall not long remain unavenged.,d 0m;UpeVFw3Fem(UM= *FXYyrg*6XUuQrkIkrW3FrtoPi2,47
667,I have been cut to the quick.,"cBTe3#*d*0DemV.;oU,P:u;=uUN:4",29
668,"You cannot imagine how comical he was, and I laughed until I was quite weary.","d9!eBT(A(e:;N,Kn(Npefi,eLiZU-e1oU3Fp*XYy:QkI:FWURU2BGr5iK1QBr<I5BtIrr#IN;UVQx",77
669,And here is the very note.” He slapped it down upon the table in front of him.,"*i(-B-O1eDLe3U/51K3i8/nO 3CGi5je3(i,,NgSB5v1IuUMkWy(=M;<b31I2P;2ruUX+UWEk6E=I2",78
670,The bedroom window was a broad one and opened from below.,"BwDV-O80/NpegNHN9(AUK1i#-85,t503kJiW2U#IF+YB.UQBJP3EkB,k(",57
671,You see this other page in red ink?,"W1N,Ui HV,G(i*jOXYy;V;IIy5rGi1rvBW@",35
672,"Here are his keys, which are the duplicates of Mr.","*iY(^L0K5,*,M3iiz8v=V,M, Mvgv;;p(IiIdgv;5:TrG5Ixpk",50
673,"The Copper Beeches, five miles on the far side of Winchester.","*^q31iYeIO9O,*g(jie!Oz,CzV /*,t50J*r,35IEpUBvI.;5EQ;:Ux:WdN5k",61
674,You then—” Ryder threw himself down suddenly upon the rug and clutched at my companion’s knees.,"2jW(1Fp-ZNV_N,b8*IMKV,*gKN!DuO1K(jOiU,3VDuU1,*XYy;5Sr4*ruvUIdP=2P;T*S=T.;5WIg7:6T5BK:=2bQESI?VR",95
675,"Simon,” said he “allow me to introduce you to Mr.","*iZNKedX31#*,UwmV,NpOjgUD:.1;FB51QkU*;=WtJTUxIRpk",49
676,"Flora was a dear little thing, but exceedingly hot-headed and devotedly attached to me.","CVZN,_bM88Gj5IM8s,:-N 18^83ueFi*jb0Vn5MfiMw-k<iKg:#rruv;Ir1DI#*3WW=RX5Z3g7:9y3kguZ5BR:(",87
677,Have you good authority for what you say?” “The best possible.” Lord St.,"b,5o3CDEY-2DeNV1sOX5_UVaNB#3sN/-X5jHHMEy1xBKu.;=xrNKEy;au16U,u:yI+(=k7;R",72
678,She kept talking of what we should do in our future lives.” “Indeed!,NjIO32j0eNdON-1#58X(ei_U(-FWm*G+eeuUMd;QArE=NKiUuy7:=WEtEutUrMR=W7VC,68
679,Just two months ago.” “Very good.,d/-5jVb/MOB-#:3y5uI5=26ugEx1-k1x2,33
680,Remember the card upon the bird’s leg.” “You have an answer to everything.,"G135j,ZV!=MpemVXO3Gj(uU5,*gKN9*,*e5,DM*CP;5:QBT.;50WbIvE=gy;oUQg6VrRiMkuWE",74
681,Her boots I didn’t observe.,"C,zX31I5OJ/5eoP0xuW::SIq5h(",27
682,It must be in her own house.” “But it has twice been burgled.” “Pshaw!,"UMqVb8 N50DeB:(M3idO3Cy-UgV,UiD3yV26:uI,1r5rOrRu(=0u1IXI5:U,P0tW3x1yXe",70
683,We were engaged after the first walk that we took.,c/*!3M*lA3OEe3V^fN H0eei!*iPUPgiBa5ruU=6I#h;XIV;x4,50
684,"Besides, I knew that my assistant was a good man, and that he would see to anything that turned up.","G58iT3M*Fidp#*jO8Xi,3M*IM!MN/-MfiBL=xM53M*0W(eqIqqN:N1r?V;XI2gu;X6iKg1xBGrg7;XI5iy7;V;=QyIr;XIuS3;2",99
685,"We are faddy people, you know—faddy but kind-hearted.","d^9,;1vd5us=gWNKej/ Nu4e9e:UQUYb=*Jv1xI?O(Z20upWG5Q52",53
686,"You must be weary, for you have had a long day.” “This is my friend, Dr.",*vD0iO5(i=NVbs5Fw9NMemVX5#OD9!e525NaaIdu0UVQ=E.Ey;oUXBFkr:ax16;1I2ErPB:k,72
687,You know what woman’s instincts are.,C9(b121(1MF3MigWNaaI?OiXI(GSIWuWdIQ(,36
688,Should I stop the service and make a scene in the church?,"i*5*,*1e029ehVIM^0eO,*/2(ND-DRtBruJ;5;PA*g7:oUFTPUW;5:u7u",57
689,Gone was the coarse brown tint!,31*1-5z9Ze3(Aeg=.U#IuU2Q50kP;W8,31
690,Your niece knew nothing of such men.,"B,VdOY#13FU!v^!iNaatWi*pvUkuW1x;TI*k",36
691,Would you mind reading me the advertised description of Mr.,"*iYUFGi2DNz:eDM,*,#1s,N1VX58X:y7Ey:WBvZW1*;5g_PI5B*TrdErxpk",59
692,Evidently there was a skylight which let in light from above.,"C sV-O*F,13jVBU3#0tOMfi,,*8BD0AA*6k;5viKg;4r;IN:IvIWW1uEkBwf(",61
693,You may set your mind at rest about that.,"bM*dKM2,3MIiVX5COsVXYy:a;NEyrB7gIvugzu;XR",41
694,I was ascertaining whether the cellar stretched out in front or behind.,"d1e5#3g(Uid-83C3O9j^e3V,CU#11Le2Mfi.iKgTPXWW1NN5ruU*SQ;tNd3Eu1r..I.0NW2",71
695,If I could only bring you down all would be well.,"CjiDNDFemUg5X5Fi58gNDZ((.=r2tB.k0rrEy:OrQr(tB,iPk",49
696,My whole examination served to turn my conjecture into a certainty.,"dBp*^9#Bi,TC!ZNViT#*8,zUF_198e UNp=N.U#ZWKEr5h3;=uS:=2l3uv16=F*6F6x",67
697,"In the road stood our horse and trap, with the half-clad stable-boy waiting at the head.","dnV,*_#1BANK0DLOs^EmV,*31eo3NpeO-VXN/2NHV,*ES;5WYBuxByrR6UQBtZ1Uu;5;QYcZ;X+#z=#;W1K;5;#2",88
698,"Was dressed in,’ etc., etc.","bCebCe!i8x,5f:K:vu31r1N21N2",27
699,"They are important, you understand, without being interesting.","G12,^1#1D3X31eILOD;NKeBL#-i,M8N6(gv1b.X61xIt*6X71UuyI,W1W5vuWE",62
700,I was at once convinced from what you had told me that the latter was your son.,"BaVX5fiebne33M*,N *sVX5_UV-O8B0g*^g3Mfi.iKgI.*:.A73EkBNKEy;Z;.B*;XIuU<uPiKEyrRk",79
701,They are the devil’s pet baits.,"2B@3 (j0De3e9N,t5=QUuU*ASI*I ;R",31
702,"Simon, tapping his fingers upon the table.",CDLe3U/5O 1O=VFgo*!-0I2r;ZBr;;EWi6;2ruUX+(,42
703,"I know, also, that they were all three away from the ship last night.","b#13f,F(e3V-Ospe,3emeei833M* qM!Fv.pkUg6=;XIu(iPUQruvU-aEkBuUu:WKIr;R",69
704,"A chair had been placed close to the central window, with its back turned towards it.",biy9g*8iTP_5Ji31egI1eMB^e3#*zw*8_ Uj5sVUM*Q:XW;Z0VrcZ3:k5;=uU*6<rU7O1Uu1u0ZAuS3;OQd1R,85
705,I sent the housemaid for the police and put the investigation into their hands at once.,"CB-_(IMV03#Big:H:q!i,*d-IM^0/e3VaNpey-e330O.;PIuURu3FBxruU2r*g7:u;51hNIgI.16=uUrX7IKE7(",87
706,The name was strange to him.,"*i#* p3Ofi,AeN6U<*iK;tQi;=I2",28
707,And yet you cannot guard yourself too closely.” “I am armed.” “That is well.,"Cji=3M53d,9VMO3djY^#Z(jOX55@-G1LNK3DNgSBOIxIGSy1X7Ey6P=R=cyPx=WgBQ*2=WXI;iPk",76
708,I know that she will do it.,"biKe!i,O_3UFv.pkUuK;5iWr21R",27
709,"His footmarks had pressed right through the snow, so long had he stood there.","Ce3N/2eVsVFw#O!FO,*#XV**FV8x,-sV.93/O=o;ExTQ@;Z:vu3W1u;ty;;5;kU;=kr;Z;UuxBuP(",77
710,The dog is let loose at night to prevent him from endeavouring to communicate with her.,"*,VBi^L15#*Z#1NwnI,#(Vi30j##**Fi_eYw3j(i/5,t5:=1IvIkyUKW1u;=c9PIIB.Ji7#4tW1R:JdrG5i;I5k",87
711,"I fainted dead away, and I was very sick for months after.","*^f(3gV#O7ENe,fiOIMDAMsDN^14(rYW5B*Zg#=g7WiKpP=I_E.:.uIa5k",58
712,"Westaway was the name of the founder of the business, but it is really managed by Miss Stoper.","* Z,x1N58opV8m,(iB3uex!Eue3(-eIXO,*Ye9i,*fisp2!*u-aiK;5WZUx;5Ey7PE=uUDIvu1DI;1IvQk:QF30=Au;R*k",94
713,"Now, you remark in this note of yours, Mr.",*izNK(-^F(i*1P9eVX5!QxUEyW3QAW;IIk5E=xtIpk,42
714,"Even after I became suspicious, I found it hard to think evil of such a dear, kind old clergyman.","BMXe^N N1v,n5M3R(-!jP13#*5M3iIXOOzX:gyO,LD(V^fUjAMra5rr,G*;uBByIWEy71IX7;=uWA9WE=udg:#rpWB.BcPEGk",97
715,Then I could produce your confession at the last extremity to save young McCarthy.,"d39biFX5j4#*Ti,d,2ne33MgEq=ZVX5^u--8X*O0N6PW:y7:kd*Eyr2kNI.gIuU<uiKvBR;=XMEyrpCQux",82
716,They were all three standing in a knot in front of the altar.,"*Lme3(-B-O13FvM1#1ILOjV*jM,!N,t5=VvgS;tV;X7W1WgpkIWEk6E=uUQXk",61
717,"We shall want you to come to-night by the last train.’ “‘Where to?’ “‘To Eyford, in Berkshire.","CU(vzUiD#yMKVUg*,,iVb1M*2ne3N5*F1Ze#*ZNK3pijMO!*;XSiQIxIR:JURQ1u0=uU<u;<Wx1:5v;yI1k1x.B1r,huW(",94
718,And the man who wrote the note is a German.,"BMeOM=eGi,*^-i-ipV,*IQ7;5:QiRik5;5WyU;g1PGk",43
719,"Roylott was in India he married my mother, Mrs.","2Uee3-NV8i9V,9;EUifibwXsxkuiK1rSBF5:Qr3:=2uP1?R",47
720,"Their papers they mean to have, be the holder of them who it may.","dM3i-ie3(-e8-e3e5jmVZUnV83(eo-U,t5W:ZPIu(:#rR;oU0UuUR7PE=u3iR1IGx",65
721,He shrugged his shoulders.,2e8X((iN KVO M;tIiBIIuy7PR,26
722,"If so, how terrible would be the position in which I should find myself!","(jyVIEND-OO3ii1UFBY-,*DNDFeDie*gV Oxk;=;O;Pr+U(tB,;5:y;ErWiIdW;RtB=7:yPq",72
723,"Clair, which lay uncovered as the tide receded.","dD^,eI*,*fN,jZ;NnVBUeUnC<W1N:I<=t2MvBK;5;:Uv**2",47
724,And which king?” “The King of Scandinavia.” “What!,3Mi3_0A;pC(-FpeNV1FWVBUNgSBN:IAru16U=rE=TQB<Aa=:X8,50
725,"Merryweather, striking his stick upon the flags which lined the floor.",*/ze3N!0VBU(oze3U/57:O=VFWi2ee3n;V!MSO#uP1urAr;;;I_;2ruU.FIN:IrvBuU.xk,70
726,How could you know anything of the matter?” “My name is Sherlock Holmes.,"2, -7wee(i,ANiUi^_V,*Y#13IMgWNKNDZU/4U2tBxI?OgkuW1x;5:K56Ip=<*1IuPk_p.*R",72
727,"On the very first day that I was at the Copper Beeches, Mr.","*iz,CzV /*,*_(A(3M*s52UO5je3UGruUMkEWu:a;XIr#IK;50J*r,35Ipk",59
728,"How long they seemed, those quarters!","(e*@*z-*D,jO83#g,goOW.1u(;V*B;R5iX6P8",37
729,"The question now was, who was the man, and who was it brought him the coronet?",:!-Ze3Vi3#XN3ifi-iIM!Me3(A#Uefigig:qTeN6UNNI.WOiK1N=#IuUGrg7iRiK1I+y;IIBuU2kvu,78
730,"You look at these scattered houses, and you are impressed by their beauty.","ddn5U,*uNzq#Ue9NKNpeqy-N,^_2eq33M<wNaaIkfgIuNUTK5vBRuN1QBxIQU:cN5Bz;5W0#ux",74
731,Holmes went to the bureau first and looked hard at the lock.,"cG,,*_N9V8<wNp3OENnN5,*Z30iqe/47NiPIR;50t#I=6IQBkf3;QBK;5WJ4",60
732,I am sorry to have interrupted you.,dKN^KV^1emVZNVaVM.gBRS=R;oUW5ST5BxR,35
733,Here is the first heading upon which I come.,"C#*O3iigK#1s,3OEe3(i, Mv1IuU=6I5ZW1T.iIdW:J(",44
734,In this way you see K.,_ezNKNA(i*ES;II#=xI5Ux,22
735,A shock of very bright red hair grew low over his eyes and forehead.,"dne#OIMq8(iVj-g,0#VpV8V*FNNe,YPG(#ruJAxpP=+1uW3;FrWVWOEMrII(Ng7E.N#2",68
736,"Becher’s.” “Tell me,” broke in the engineer, “is Dr.","*v=V,j1F,,*1e<NejVjDVbOe3z,dP6x1vS:U1+fUW;5irWVr1;:k",52
737,"The chimney is wide, but is barred up by four large staples.",2jo2e-nVXOu#58V@(id5jIi=N!U3eN6Ud:v=;i:U0u1I S3;BzEyr<rUuZvR,60
738,"Twice since I have been with them he has been quite drunk, and yet Mr.","*iC5IM+;NeBTUj5fV,V,*31Uj5jM(eBEeB;v:UI7UrXM0VrUu;5B5;K0VrN;UctAg7ENpk",70
739,This is very interesting.,"G12,^1Ne,=(itII;pP=W5vuWE",25
740,Nothing but energy can save you.,dKemOp*Xe03u#13QxuW1DIPPE:Q;oUxR,32
741,They will see that you are not there.,"Ce33Fe9NK3M*jOj1N,t5=US;V;XIxIQUkIuP(",37
742,The others are Finns and Germans.,"2pVzNp(1ge9(e3-,t5EuPIQUUSIQBi7QR",33
743,It was no wonder that it had not been swept away by the tide.,"CI*,*uNAMG!O0D3FNM3i_3VDgiF(A3.I#Iki.*ruK1IXBkI,P;Vdg#=z;5;:(",61
744,"I wasn’t best pleased, Mr.",*iDzn 3q5BEA(r#t60NIc#5Bpk,26
745,"Simon, second son of the Duke of Balmoral.’ Hum!","VX3CM-mOYe6v,*YUaNgCO!-0I2r;3.BRrx;5:sUx0Q2<k=@C",48
746,And now I must fly to my dear boy to apologise to him for the wrong which I have done him.,*ieg5jM(VBU#gUe3VaVi#*zgw/MZNKVn55#*8O25(UFNgSBkUrduEk;=2:#rz=Rg2k15;=IBxruUP.1N:IrXM:.UI2,90
747,This is what began it all.,Cm3ipw5_U(i=N6;1INK0UQ1IQk,26
748,"At eleven o’clock she rose to leave me, but she paused at the door and looked back.","c_58<wNpV/5,*_Nzs-,Od5jVjn,ZeYV,O7wG-0jj3QIP9PEJk_;5WyURW#M:U0u;5:K5BK;5:xrQBkf30Z4",83
749,I told him that we would give him a price for the stones he held—£ 1000 apiece.,"CCgM1gNujV,(!ZO,*#O^i-MUVjgNDFei_3ViN *.;.BIBuKiU(tB1M;:g:r*E.;5;RvI5;PbBjjgB3(",79
750,"In this I was asked to sit, and then Mr.",*i03NpeBOZN+f(A((i*ES;IIr#IKMBR;;1QBuPpk,40
751,"May we bring him in, marm?” “Surely.","djN,Ui9V!iUVFi5!NAH=V0rr;:1r:QdI;tPx",36
752,It may be some time before I get back.,"c_5C-O,aDeU*,ae5sV26:a0UR*;:U,xvW1N0Z4",38
753,"I know it, and I want you to start upon your work knowing it, too.",GZeB#1gWP#iNKU/5*LOZNK3piOIM^igW(r?O1Ig7WiQIxIR;X6;2rxti.A?OW1;1Rx,66
754,I took a step forward.,d9ia#^OM<Z(rRfg;5BxvQ2,22
755,"We waited long for news of the _Lone Star_ of Savannah, but none ever reached us.","2583nVejegid5,Apm,Y(9Ceg4e3(-=!Va#g,8BAe:U#;3W.1xrvNE=uUc.UuQBx;oQ<I0uW.U9PW#d3;R",81
756,I am lost without my Boswell.,CjEaNVd-Bi2wVM.gBkui;Ru:=z5Pk,29
757,"That will just show you how fond he was of me, Mr.",*ijVY(AeVIaU-NKU-O28e!i_N6KiWrDu;RUxIRUx7;U#Ix:Upk,50
758,"I don’t think I ever drove faster, but the others were there before us.","25,aDee3eeiO,Ge33uee24e NVj,Ori*Bg5.:.6;IhWiMrcfUYuP1DIuUy56iPUuPU,xv;R",71
759,It was late before Sherlock Holmes returned.,"d!NCVqe/PG,,,,aDe_,fi26iKWKU,xv;5SJA47NWNtv2",44
760,There is not an instant to be lost.,"bY,D#*BL=ip3F(i,,t5v1IkIQ16X6;=,WyR",35
761,The culprit is—” “Mr.,"*i(xiB#D*,t5:tc;1uIpk",21
762,At my cry he dropped it from his grasp and turned as pale as death.,*_D(MjH(M8iTNp#f#(iV-OBN /NeV5*53QI2:k;UcJ*B;EkBIIWKBQBuS3gIGvgI*KR,67
763,Of these bedrooms the first is Dr.,"*v=3OEe3(#-85z,*Ja;5503kJIuU=6I;:k",34
764,"Was she his client, his friend, or his mistress?",Eq3=V=V#eI!((ieB!^(ie((AGIuUIIci61II.i71.;;:;tNu,48
765,"It is introspective, and I want to introspect.",bCa-BiZ3piOIMj!b Y31(i261IWty*dpUg7WiQIR16kT3R,46
766,There would be a noise like a pistol shot.,"b-O 2g9er,zgiMDNDFeeN6PU(tB,gW=5WpUFBu.;RR",42
767,"Now, look at that third name.",C9i5i*_33M<wegkO1kfgIuK;I7WZ(,29
768,"Your Majesty will, of course, stay in London for the present?” “Certainly.","d!p*^V1Bz,-,*#OgIoUis2ezNZ(-j!iTqmiNaatpwNRiWrE=2t51ua1rk7.E.;5:v56u1,6FSx",74
769,"Then he turned down the lamp, and we were left in darkness.","2qW9513q,,!eiIM 9,,*1KN!N*,U,t5r5;tvB2P;5WZBg7iUVvW(IW:Q?NR",59
770,She was bound to have me in.,"Bi,emVZN;K(AeeuU#IztBR;oU*1k",28
771,"It was a perfect day, with a bright sun and a few fleecy clouds in the heavens.","20m,e3UiyX^NCjO0OMIM;O*FN9VBiD@3CO 9(A3.I#IF*k3IG=i;IF+1u;tg7gEVEv3=cyd1ruU5oPR",79
772,I inquired of him whether he had ever heard of Colonel Lysander Stark.,"c9CVDpyMjg *YN9,Vj,sV,V,CUVi(-8UT1(rWNW3E=IBNN5r5;ZiMr5QBx0..PWyQ*ruQ4",70
773,"Aloysius Doran, the Duchess of Balmoral, Lord Backwater, Lord Eustace and Lady Clara St.","b,Mn*u)Npe_2sN#M,^A74N#MjM-mOY(q3te3ep#vyEX SxIu:.Q1uUddNIx0Q2<rW.B _#5rW.B;uZUQB<20<<;R",88
774,It was not yet three when we found ourselves in our rooms once more.,"C#V^g(#-VXUiqjzN-IXO!U,ijV*C5Gifi26iKWyEN;tVi5rVEy7Et5hN1ryrkJI.*:.(",68
775,"Farintosh, whom you helped in the hour of her sore need.","dji,aV,(-N-e3Ui8w,NKV-i,YBiH#r6yIiRBxI5731ruURtE=5rRvWV2",56
776,"I could, however, see that his face was deadly pale and filled with horror and loathing.","G13H,IM#V-VBi8jENpem-8sD(Ae_O=V_3ezeejgVDDZ(r2tB;O9P15UuK;;EZU#I*Zk:QUQB=S3i;IRS.g7WYuWE",88
777,Have you your cheque-book?,W/IDC3VX5X5jHHMEyEyrdV5wx@,26
778,What else could she do?,"g5,O8X*zj3M:XIP5:y7;5:y",23
779,I took two steps forward and looked back.,c_58<wNpN9ia(w2#:P/*.;xA5=u3IxvQBQBkf30Z4,41
780,"I might at any moment be seized and searched, and there would be the stone in my waistcoat pocket.","b+G-_Z2pi5Ui!ZO,*DNDFee3Npe839zNpN+0OD30#VIM_3#i(rB;IKgk:JPI,;UiBQB5Qd31QBuPU(tB,;5;Rv1r2iFu2K:JMR",98
781,he is the greengrocer who brings our vegetables round.,"d;-(jsCw,N-Y1N#UV^-Fj#e3(i,51IuUWVrk*rN=+W;EtpUNwvIkt2",54
782,"Still, of course, one can’t refuse a lady, and such a very positive one, too.","GZe!-j:E/Ne,M3RNpeun9eyqVBp*!-jOX*Yej:DIS1x:y6UEv:Q6W(uUF<21QBudgpP=2IIMEv1Rx",77
783,It is perhaps the best possible solution.,"BFd OjIx/3q5,*YMe-=3.I;:PXd;50NI2u0v;.uEk",41
784,I’ll tell you first how I came to be in his power.,"*!/(iUiD#*,L(U-3OENKej*jxSS;PrxI=6IRUrG*;=,1rII2Vk",50
785,I shall look into the matter between this and then.,"B,*IM=3Uj:DV^_V,*Z1P/,jMO.;XSWxAWR;5:K5r,5Vru;g7;5k",51
786,"It must be bought.” “She will not sell.” “Stolen, then.” “Five attempts have been made.","CsV0DemVJ-^_e!-3B,*!jZ,3CjOGij1eeVb*KKe5253.Idu0UzIux1uUUSWy;Pk=;Rvr;5k=ipUK5bu;oU,P:Z(",87
787,"You may then walk to the end of the street, and I will rejoin you in ten minutes.","2^IiU^UiX51w,e!iOIM^j3O,*YN0e3#*lAU,*sVXYy:a;5r#h;=uUPBx;5;tVIg7WiWrvzWEy1r5rB65R",81
788,He was such a comfortable-looking man that it was quite a pleasure to look at him.,"*i3M<w#*,Rn 9eBT(A3i_3UM#1<w0DL#OZ9VdOfi MiK;TIF22.X+#kfW1GruK1I#IN;UFc#uv;=kfgII2",82
789,I have never denied him a wish.,*=iMUV81DVj!emV.;oUvMr*r3;:gi;R,31
790,"Nothing of the sort.’ “‘Then let me do so?’ “‘No, I forbid you.","dKN;#OO vV1a#5,3jU,5Vb*ae3(-FiGkyIrE=uUR6x1W5rvI*:=Ru1E=WE.!BxR",63
791,There is a fierce eddy between the wharf and the house.,"Cy-e3Np(9Ue3Uj:DNu,^eE9(i,,t5v1IF=P*ib=,5VruUNQ=QBuURu(",55
792,An elderly man with a red face and shaking limbs came staggering out at a side door.,"*/5DE93Md-Fi o2e9*yU,FWMOIM^4N,9VBipV8e8,gSi7Pk:Qi;IFvBY*g7;XArW:D:ZUuFirrEugIFI*:xk",84
793,I could think of nothing save that he was running a tunnel to some other building.,"G18;5e3-,a#*j1T9#115(AeV_3emOFiGiYP13NDZ(r2tBuWAxWyIr;oUuK;U#I6SW1FuSP;=R*EuP0I7WE",82
794,"I say it is south, for the country is more deserted there.” “And I say east,” said my patient.","b0:HNVI4e^f,sOOI-3Ce3N^eq5,-(i5BX*,*#O,da(iBN4(rX=;1IRuIE.;5:y6k1I2v:NP5BuP(=W7W;aiKI1X::=GIPR",94
795,McCarthy was the only man alive who had known dad in the old days in Victoria.” “Ha!,"9-3_iZB,1(s58-,*1N@UgWNM#Ue!mUMN!-,*fi5*LBL 6RiK;5ES=GrQpUN=XB?OrGBW;5E7:aIWg:Rra=pw",84
796,"But there is, if you will excuse my saying so, something just a little funny about it.","bidKMI;Ojb093y,FiC#O OF;4NVzT8e!iX5=e=ee33RDIuPU;1EEyiWr#d5:=X=r;=;JNIr0uIFruvEtkgzu1R",86
797,There is that double possibility.,"dB!Ix/eDX5_3(i,,t5v1IuK:y+U2u0W;x",33
798,"It was pierced in the brim for a hat-securer, but the elastic was missing.",G1xi(A3:fje33ueeNC=_VM#OUNe3Ui8*!-fi26iK:i731ruU+:E.g;KK3tP1DIuUPKIB#IBuWE,74
799,"Born in 1846.’ He’s forty-one years of age, which is mature for marriage.","Coi9V#O,TM(i3iijo(-On5!FT#Oq 3cL-1U#q.rW0hR=MNE.RavE#6E=FUiId1IGuvE.:QrF(",73
800,I know that he is right.,"b#i(i,3M*gW(r?O;XI51Ir;R",24
801,I shall take nothing for granted until I have the opportunity of looking personally into it.,"biZ1NjAae-FW/,YNB;*//e3emVO!B58BM-#OFiGi+Lem((ruQrXMWyIrE.1<63;6WW;oUuUJ26t;=xWxAr:PR<S=WR1R",92
802,"Jones, it is all right,” said the stranger with deference.","CB,zDVBieFM2e3NpOj*FVjM=3iz!K(vI1I;gSW1u1;FBuUu<rPi;I*Ov7(",58
803,"Good-day to you, Miss Hunter.’ She struck a gong upon the table, and I was shown out by the page.","Co-,*u3XUg((A(Npejs*,*gK#g-M752ee3*^;-x1eX5ZN@;/=xGG=REy1Aupt5k=uUu6_g1.1T.;5;wv1QBr#IuOryIz;5:F(",97
804,"Rucastle, who was waiting outside.",CIJX#1BA(A#Uej2Lu@Guv1N=#I#;W1yu:(,34
805,"I have taken you fully into my confidence now, Mr.",*i!FeBDEg*5#Bi8DOX50h*jM(rXM;oPEyEtk16=2:.=*7UkUpk,50
806,There I parted from my old pals and determined to settle down to a quiet and respectable life.,"C=,jsb qVIMC;*MZUg5jbz#*81V^DNp(m-8-5V-O8*H(eeN6PUrG63EkB2E7:QIQB*57W3;=5uv:OrRgiINg7WN*dwvWE(",94
807,"We heard the door open, a few hurried words, and then quick steps upon the linoleum.","*8 1,,*gK(w2PBTU,*IMz5FN!V5Uz9e0/V/5,*5nV!*;#7;5:xrJP1FOUuSiB(7Ig7;5rN:Au3IT.;5WW.N2",84
808,In ten days I had the money and had paid the debt.,"b85,*IHNMNpN!-e3NM((s50*ES;P:aIrXBuU2v=QBXBG:;5:eR",50
809,"As to what you tell me of poor Mary, it goes to my very heart.","b9,Ne,5#*q/3iD9i#/(-,ej*X5_U#*Y6;=NKEy;Pr*E=2.pQ=1IEN;=2pP=5QR",62
810,"Armitage, of Crane Water, near Reading.","G1sDVni,^Aep3(-joBVQ7;FUE=+QUG5rW#rMZWE",39
811,I would not have missed it for worlds.,28#i#OBNz=VjM3FNDF(r(tBkIXM:;5B;E.i.7R,38
812,But here”—I picked up the morning paper from the ground—“let us put it to a practical test.,"bq*mBbM-MZ3id-y3juIX#e3V-Oeo-F1#V,*KN+B-qjeVdqu;PVP::MBT;5:.rr:ZPEkBuUWy7bvIu:u1IRg:<d:Q;NR",91
813,"So much for the police-court,” said Holmes thoughtfully, tossing aside the paper.","* He3eIf#1xZe8DJ#X3(, -I4e^NZ0B -,*#O35#D=ddE.;5:.:#2tI1X:p.*Iuy;Rtk1RuW1K:UuUG*k",81
814,There are several singular points about the case.,"Cf*,*dKMJ1/VnX1OmejO,M,,t5vgv;9PQ;W;<r2Wugzu;5:K(",49
815,He wished us to leave him alone.,"CgmViemj#*yN,=i Mi;5Bu;=voUIBQ.(",32
816,"If you leave, you forfeit your whole position forever.","*j,aUFBY-j-iNK30OaNKejn,X5xkEyW#M1xIxkUIxtiRv:y;ErxvMk",54
